ident,n_mig,femme,senegal,educ,q601d,q601f,survey
U0000319,1,1,0,superieur,2005,0,2009
U0000320,1,1,0,superieur,1982,1984,2009
U0000320,2,1,0,superieur,1998,2002,2009
U0000320,3,1,0,superieur,2002,0,2009
U0000321,1,1,0,secondaire,1996,1997,2009
U0000321,2,1,0,secondaire,1997,1998,2009
U0000321,3,1,0,secondaire,1998,2000,2009
U0000321,4,1,0,secondaire,2000,0,2009
U0000322,1,0,0,superieur,2005,0,2009
U0000322,2,0,0,superieur,2005,2005,2009
U0000323,1,1,0,secondaire,2000,2001,2009
U0000323,2,1,0,secondaire,2001,2002,2009
U0000323,3,1,0,secondaire,2002,0,2009
U0000324,1,1,0,superieur,1993,1995,2009
U0000324,2,1,0,superieur,2000,2001,2009
U0000324,3,1,0,superieur,2001,0,2009
U0000325,1,1,0,superieur,2000,0,2009
U0000326,1,0,0,secondaire,1990,1991,2009
U0000326,2,0,0,secondaire,1991,1993,2009
U0000326,3,0,0,secondaire,1993,0,2009
U0000327,1,1,0,secondaire,2001,2002,2009
U0000327,2,1,0,secondaire,2002,0,2009
U0000328,1,0,0,superieur,2000,2002,2009
U0000328,2,0,0,superieur,2002,2004,2009
U0000328,3,0,0,superieur,2004,0,2009
U0000329,1,0,0,superieur,1999,1999,2009
U0000329,2,0,0,superieur,1999,2001,2009
U0000329,3,0,0,superieur,2001,0,2009
U0000330,1,1,0,superieur,2004,0,2009
U0000330,2,1,0,superieur,2004,2004,2009
U0000331,1,0,0,superieur,2000,2004,2009
U0000331,2,0,0,superieur,2004,0,2009
U0000332,1,0,0,superieur,1974,1978,2009
U0000332,2,0,0,superieur,1978,1988,2009
U0000332,3,0,0,superieur,1988,0,2009
U0000333,1,1,0,superieur,2001,0,2009
U0000334,1,1,0,superieur,1997,1998,2009
U0000334,2,1,0,superieur,1999,2000,2009
U0000334,3,1,0,superieur,2000,0,2009
U0000336,1,1,0,secondaire,1978,1980,2009
U0000336,2,1,0,secondaire,1989,1991,2009
U0000336,3,1,0,secondaire,1993,1998,2009
U0000336,4,1,0,secondaire,1998,2001,2009
U0000336,5,1,0,secondaire,2001,2002,2009
U0000336,6,1,0,secondaire,2002,0,2009
U0000337,1,1,0,aucun-primaire,2003,0,2009
U0000338,1,1,0,secondaire,2001,2002,2009
U0000338,2,1,0,secondaire,2002,0,2009
U0000339,1,1,0,superieur,1996,2004,2009
U0000339,2,1,0,superieur,2004,0,2009
U0000340,1,0,0,secondaire,1990,1993,2009
U0000340,2,0,0,secondaire,2003,2003,2009
U0000340,3,0,0,secondaire,2003,0,2009
U0000341,1,0,0,aucun-primaire,1998,1999,2009
U0000341,2,0,0,aucun-primaire,1999,0,2009
U0000342,1,0,0,secondaire,2002,0,2009
U0000343,1,1,0,secondaire,2000,0,2009
U0000344,1,1,0,secondaire,2003,0,2009
U0000344,2,1,0,secondaire,2003,2003,2009
U0000345,1,0,0,secondaire,1990,1995,2009
U0000345,2,0,0,secondaire,1995,1999,2009
U0000345,3,0,0,secondaire,1999,0,2009
U0000346,1,1,0,superieur,1987,1991,2009
U0000346,2,1,0,superieur,1991,0,2009
U0000347,1,1,0,secondaire,1999,0,2009
U0000348,1,0,0,superieur,1989,1997,2009
U0000348,2,0,0,superieur,1997,0,2009
U0000349,1,1,0,secondaire,2001,0,2009
U0000400,1,1,0,secondaire,2003,0,2009
